"","Stationnumber","weekday","Rideoutminusin"
"701","30099","Fri",0.0615384615384615
"702","30099","Mon",0.0642201834862385
"703","30099","Sat",0.0186335403726708
"704","30099","Sun",0.145945945945946
"705","30099","Thu",-0.0413223140495868
"706","30099","Tue",-0.122137404580153
"707","30099","Wed",0.0151515151515152
"708","30100","Fri",-0.0288461538461538
"709","30100","Mon",-0.142857142857143
"710","30100","Sat",-0.0888888888888889
"711","30100","Sun",-0.0335820895522388
"712","30100","Thu",-0.131736526946108
"713","30100","Tue",0.0304878048780488
"714","30100","Wed",-0.00558659217877095
"715","30101","Fri",-0.0212765957446809
"716","30101","Mon",-0.087431693989071
"717","30101","Sat",-0.0363636363636364
"718","30101","Sun",-0.0306122448979592
"719","30101","Thu",0
"720","30101","Tue",-0.0146341463414634
"721","30101","Wed",0.00970873786407767
"722","30102","Fri",0
"723","30102","Mon",0.202020202020202
"724","30102","Sat",0.0769230769230769
"725","30102","Sun",0.138888888888889
"726","30102","Thu",0.2
"727","30102","Tue",-0.114285714285714
"728","30102","Wed",0
"729","30103","Fri",0.144827586206897
"730","30103","Mon",0.116279069767442
"731","30103","Sat",0.0604026845637584
"732","30103","Sun",0.0229007633587786
"733","30103","Thu",0.0141843971631206
"734","30103","Tue",0.102040816326531
"735","30103","Wed",0.106382978723404
"736","30104","Fri",-0.373702422145329
"737","30104","Mon",-0.139130434782609
"738","30104","Sat",-0.702549575070821
"739","30104","Sun",-0.305660377358491
